,Date_time,Actual,Forecast_M_1,Forecast_M_2,Forecast_M_3,Forecast_M_4
4,2022-11-28 00:00:00,2009,2040.6095,2009.5734,2041.1594,2007.8385
5,2022-11-28 01:00:00,1935,1962.8467,1930.9332,1964.0153,1926.4075
6,2022-11-28 02:00:00,1876,1908.8622,1872.5273,1910.3296,1878.653
7,2022-11-28 03:00:00,1840,1870.922,1835.2706,1873.9462,1845.6561
8,2022-11-28 04:00:00,1814,1852.4143,1824.2909,1859.9537,1833.7991
9,2022-11-28 05:00:00,1839,1871.1538,1844.9944,1890.6162,1854.8195
10,2022-11-28 06:00:00,1912,1930.8196,1895.0616,1956.7688,1921.5269
11,2022-11-28 07:00:00,2009,2001.1163,1968.9772,2024.2513,1995.4502
12,2022-11-28 08:00:00,2085,2072.609,2057.7737,2102.807,2074.2173
13,2022-11-28 09:00:00,2175,2158.0544,2142.181,2193.4531,2168.462
14,2022-11-28 10:00:00,2217,2237.2117,2212.8667,2264.5662,2244.0122
15,2022-11-28 11:00:00,2261,2294.5234,2267.6313,2313.8516,2296.186
16,2022-11-28 12:00:00,2316,2329.68,2302.6973,2345.966,2327.477
17,2022-11-28 13:00:00,2333,2349.671,2323.0137,2369.8542,2343.7742
18,2022-11-28 14:00:00,2363,2364.6965,2345.0027,2394.9421,2359.7883
19,2022-11-28 15:00:00,2417,2380.4023,2371.7888,2421.6624,2380.919
20,2022-11-28 16:00:00,2451,2389.2407,2382.4595,2430.3936,2390.1775
21,2022-11-28 17:00:00,2428,2388.0442,2366.0977,2413.7693,2381.7222
22,2022-11-28 18:00:00,2486,2435.4043,2391.8792,2471.146,2428.686
23,2022-11-28 19:00:00,2506,2472.6716,2463.3367,2500.618,2472.8687
24,2022-11-28 20:00:00,2483,2449.5613,2440.6094,2474.62,2454.9028
25,2022-11-28 21:00:00,2457,2403.2375,2397.7278,2433.406,2410.028
26,2022-11-28 22:00:00,2364,2324.4788,2316.8499,2354.2427,2323.0498
27,2022-11-28 23:00:00,2249,2222.634,2217.5813,2252.6191,2223.3171
