,Date_time,Actual,Forecast_M_1,Forecast_M_2,Forecast_M_3,Forecast_M_4
12,2023-04-29 00:00:00,2968,2985.6545,2966.6384,2986.3108,2975.661
13,2023-04-29 01:00:00,2843,2861.912,2845.835,2865.1377,2847.3904
14,2023-04-29 02:00:00,2705,2745.3213,2731.4434,2750.0217,2725.7976
15,2023-04-29 03:00:00,2601,2642.0144,2631.573,2649.1885,2617.3406
16,2023-04-29 04:00:00,2520,2561.1294,2550.8066,2568.3618,2536.6
17,2023-04-29 05:00:00,2465,2513.018,2493.4487,2517.4705,2492.8103
18,2023-04-29 06:00:00,2400,2453.6438,2439.2551,2462.4998,2437.5225
19,2023-04-29 07:00:00,2366,2425.4607,2405.653,2418.6904,2403.8467
20,2023-04-29 08:00:00,2510,2518.8286,2498.596,2512.7844,2498.8687
21,2023-04-29 09:00:00,2677,2635.8503,2622.6045,2628.217,2617.1406
22,2023-04-29 10:00:00,2782,2734.716,2725.3003,2726.544,2717.0935
23,2023-04-29 11:00:00,2878,2818.7632,2814.4512,2812.529,2806.2446
24,2023-04-29 12:00:00,2963,2896.707,2893.986,2892.6235,2896.0823
25,2023-04-29 13:00:00,3057,2980.6572,2973.453,2976.8308,2991.9854
26,2023-04-29 14:00:00,3152,3075.1235,3062.1548,3067.335,3088.4797
27,2023-04-29 15:00:00,3235,3162.7478,3149.937,3148.6123,3176.1829
28,2023-04-29 16:00:00,3298,3218.6633,3202.6016,3196.2546,3229.63
29,2023-04-29 17:00:00,3338,3228.0007,3189.5806,3195.9475,3219.4963
30,2023-04-29 18:00:00,3294,3176.6135,3106.501,3129.9607,3141.187
31,2023-04-29 19:00:00,3170,3076.8606,3021.3884,3042.8367,3066.542
32,2023-04-29 20:00:00,3227,3098.7512,3079.4548,3092.315,3136.2683
33,2023-04-29 21:00:00,3216,3117.948,3121.7744,3107.6196,3135.7332
34,2023-04-29 22:00:00,3176,3082.3557,3122.36,3083.1426,3093.2495
35,2023-04-29 23:00:00,3117,3026.3267,3064.5884,3013.5393,3017.6658
