,Date_time,Actual,Forecast_M_1,Forecast_M_2,Forecast_M_3,Forecast_M_4
10,2023-08-29 00:00:00,5010,4941.288,4838.505,4974.162,4842.5347
11,2023-08-29 01:00:00,4776,4771.8594,4635.931,4791.351,4628.6265
12,2023-08-29 02:00:00,4613,4611.6074,4449.6855,4626.0464,4428.424
13,2023-08-29 03:00:00,4466,4459.9233,4287.2095,4474.9395,4259.9453
14,2023-08-29 04:00:00,4305,4313.9897,4152.112,4331.8477,4124.781
15,2023-08-29 05:00:00,4204,4183.1807,4041.1958,4191.2383,4017.1953
16,2023-08-29 06:00:00,4063,4078.9402,3914.329,3994.7722,3914.9688
17,2023-08-29 07:00:00,3877,3980.8032,3822.2854,3930.2717,3772.9705
18,2023-08-29 08:00:00,3983,4022.877,3957.6973,4102.92,3778.1587
19,2023-08-29 09:00:00,4227,4173.166,4169.5293,4303.6543,3961.432
20,2023-08-29 10:00:00,4448,4319.818,4355.792,4482.295,4157.4014
21,2023-08-29 11:00:00,4651,4458.8384,4533.7764,4673.0527,4335.4507
22,2023-08-29 12:00:00,4863,4622.8296,4737.0103,4902.8,4518.046
23,2023-08-29 13:00:00,5050,4830.476,4978.627,5175.5386,4729.3154
24,2023-08-29 14:00:00,5315,5061.6494,5202.858,5412.822,4989.0205
25,2023-08-29 15:00:00,5540,5268.483,5331.1206,5546.5317,5252.965
26,2023-08-29 16:00:00,5643,5371.34,5338.932,5554.2056,5406.0195
27,2023-08-29 17:00:00,5591,5355.3286,5223.0063,5425.8755,5414.9224
28,2023-08-29 18:00:00,5401,5201.0557,4993.006,5201.0493,5305.982
29,2023-08-29 19:00:00,5212,4962.7256,4867.8926,5071.687,5079.3687
30,2023-08-29 20:00:00,5209,4915.493,4967.977,5173.0894,4938.9985
31,2023-08-29 21:00:00,5279,5009.53,5040.853,5235.736,5045.312
32,2023-08-29 22:00:00,5231,5051.058,5001.176,5198.158,5129.2373
33,2023-08-29 23:00:00,5027,4996.1494,4865.651,5081.7295,5061.962
