,Date_time,Actual,Forecast_M_1,Forecast_M_2,Forecast_M_3,Forecast_M_4
6,2022-10-15 00:00:00,3801,3666.14,3652.2488,3658.4568,3625.664
7,2022-10-15 01:00:00,3675,3512.1318,3504.111,3506.5364,3473.1995
8,2022-10-15 02:00:00,3556,3363.7612,3364.2876,3360.0576,3327.3643
9,2022-10-15 03:00:00,3437,3227.3853,3240.5637,3228.731,3193.5935
10,2022-10-15 04:00:00,3319,3113.9697,3139.939,3114.4407,3083.8066
11,2022-10-15 05:00:00,3237,3029.4492,3057.7708,3035.0125,2997.133
12,2022-10-15 06:00:00,3170,2938.868,2965.1228,2965.7725,2914.0325
13,2022-10-15 07:00:00,3070,2856.0564,2896.4492,2873.4949,2806.7732
14,2022-10-15 08:00:00,3100,2924.155,2965.676,2897.3494,2841.352
15,2022-10-15 09:00:00,3180,3057.536,3091.306,3012.8486,2966.472
16,2022-10-15 10:00:00,3262,3187.0361,3200.349,3122.9634,3079.2458
17,2022-10-15 11:00:00,3332,3313.9912,3296.3833,3220.2695,3179.5974
18,2022-10-15 12:00:00,3394,3447.074,3390.279,3313.8225,3273.7092
19,2022-10-15 13:00:00,3476,3593.109,3486.2075,3409.156,3368.805
20,2022-10-15 14:00:00,3583,3740.6401,3572.1672,3501.599,3465.2388
21,2022-10-15 15:00:00,3623,3844.6687,3616.4583,3568.428,3539.1113
22,2022-10-15 16:00:00,3635,3865.2485,3591.7605,3578.3865,3553.0356
23,2022-10-15 17:00:00,3560,3792.1243,3514.7249,3524.1733,3493.6697
24,2022-10-15 18:00:00,3446,3720.6594,3486.4187,3472.1602,3425.6265
25,2022-10-15 19:00:00,3474,3769.273,3525.5415,3520.5698,3481.602
26,2022-10-15 20:00:00,3513,3765.4802,3531.05,3507.9404,3469.3953
27,2022-10-15 21:00:00,3517,3764.3535,3520.55,3491.3672,3453.8381
28,2022-10-15 22:00:00,3481,3720.1758,3464.6519,3457.245,3417.9175
29,2022-10-15 23:00:00,3397,3630.3481,3376.9893,3385.6663,3350.3403
