,Date,Mape_M_1,Mape_M_2,Mape_M_3,Mape_M_4
0,2023-08-14,2.8572276087632646,2.1411685122388677,2.309688711123467,1.476531101815914
1,2023-08-15,1.7375065110667431,1.5799828664581477,1.154089666772118,3.312503997353126
2,2023-08-16,1.9852150849679613,1.315046186702212,2.165038948220487,4.5133360008367
3,2023-08-17,1.3521875482242598,3.9545823760062473,4.463832644047348,6.1439896680123045
4,2023-08-18,1.890184866032156,3.510008451761598,3.101158541701175,2.065796269813491
5,2023-08-19,4.739178493682159,2.9666977848967404,3.1040679544462795,2.155584220934568
6,2023-08-20,7.709543937304768,5.765935574336243,3.1759587839544308,2.2182244486820744
7,2023-08-21,2.5499933568922635,5.815086658045494,3.547140784119487,2.4718549745761003
8,2023-08-22,4.274949066430754,2.2514350237734004,2.516637446754709,2.0347058283531863
9,2023-08-23,0.9315489269488072,2.6765529807261395,0.6170305832326196,1.6474775817259393
10,2023-08-24,2.485098929044112,2.2031330593894127,1.3930928988366504,1.6240767537862824
11,2023-08-25,3.777225138073873,4.200094725478446,3.581712264715501,5.2561776303874455
12,2023-08-26,3.8214044688081623,5.695348607726855,2.633944246115789,6.583804599608461
13,2023-08-27,4.736243076961232,1.5530773872502812,2.0290634005019808,4.782016012798396
14,2023-08-28,2.002785930854646,4.079485509233872,2.367441108168043,3.894544386076536
15,2023-08-29,2.2837111090590554,2.887253265517881,1.2041128845021882,4.45390028043631
16,2023-08-30,4.787332569426215,4.171123262853676,4.0624387116503895,2.6347639245811103
17,2023-08-31,2.1604860140564384,1.5255132783975076,1.2566039049229023,1.7525649656755669
18,2023-09-01,2.0003864347025586,3.4363682251146037,2.8622786892523155,3.621821253008109
19,2023-09-02,7.823973293907187,7.447509840655586,5.73847055550003,4.835619566290789
20,2023-09-03,3.5279984310566497,4.180963255651533,2.2955015452214083,2.9690346872826336
21,2023-09-04,0.8368521262301335,1.1911467805761986,1.5824740906094437,3.1662179535560684
0,2023-07-15,4.926848626022529,4.5996955684958,7.442175631439958,7.565391498738975
1,2023-07-16,1.746370512621633,3.5814136724655743,2.4232097017793093,2.5307064642808537
2,2023-07-17,4.335375504494939,3.224822231833712,1.2609189072809364,2.7424281549688114
3,2023-07-18,3.954031152582505,4.571519561430006,2.3773244970024514,3.712455231217944
4,2023-07-19,4.955575485895305,4.845967830561593,3.152934529405332,4.491312979715063
5,2023-07-20,4.254140808762482,4.979490139623178,3.749796736257728,5.409992753507193
6,2023-07-21,3.0506766114248376,3.540435620759832,2.6995716323023364,3.448731301921478
7,2023-07-22,4.421875496998253,3.616440480984378,10.0373534718121,6.71413917763436
8,2023-07-23,3.6646708100949694,3.187104301985934,3.7980179567446073,2.1999421896613325
9,2023-07-24,8.64925382197736,2.881830012882589,2.244961549616429,2.6637104502871582
10,2023-07-25,1.817582183854325,3.2866504894093684,2.330203802944793,2.22736700937468
11,2023-07-26,0.5445291864431795,4.0136103153144855,1.9074038359123888,1.683040561657513
12,2023-07-27,1.662664893440119,3.832381592282266,3.783472960706776,4.76064608302825
13,2023-07-28,2.815978340318465,1.7225113405880077,3.221443580777508,3.824946402990423
14,2023-07-29,4.102324905220248,3.258259571177028,5.005385965094573,5.207328820887325
15,2023-07-30,2.4435583032827517,2.265182309731537,0.9492836036852328,1.6418431815737895
16,2023-07-31,1.7644519602829984,3.0437907197810667,1.3185561859049293,1.5435188520335403
17,2023-08-01,1.466118745407618,2.7690540928118,1.6431232689298203,2.09623355355177
18,2023-08-02,2.5655699987979776,2.659453873308074,2.221842891413749,1.487191199075412
19,2023-08-03,3.3141585078657805,3.1415973002243525,2.953381144516929,3.469179060163894
20,2023-08-04,2.518323625504762,5.1344184723889965,4.820173820412981,5.995707559012704
21,2023-08-05,3.275738229691523,5.281016690966489,6.203396120357645,7.574645091831893
0,2023-06-16,0.7948473338068621,2.4833472139140973,2.78559683514235,3.8053118645760167
1,2023-06-17,1.5325914092409467,2.722224581056311,3.3174350133677284,4.175785870295008
2,2023-06-18,1.4852358439515825,1.9693514844626925,1.2348604835037378,1.0704434817113446
3,2023-06-19,2.744604258293925,2.877282210494327,3.714048240757476,2.265157614967497
4,2023-06-20,2.0844148492153325,2.148050027448499,1.8947472173096656,2.332977034779346
5,2023-06-21,2.729884495915415,2.426413124118686,1.5791558074832988,2.6787983602029457
6,2023-06-22,1.5738267290267196,2.306018775525656,3.134665254769388,4.181577888307011
7,2023-06-23,2.431188088449196,4.475635961622257,3.851079910901715,5.754439403817266
8,2023-06-24,1.5792763613665823,1.733042588646569,4.988431512463324,5.931912843962554
9,2023-06-25,3.841956355071775,3.847572869034254,2.489705092931997,2.9031769047016747
10,2023-06-26,1.9939274485806096,4.106278992000279,3.065279186702627,3.1944094383621864
11,2023-06-27,1.7507474848008016,3.521028188233964,3.2641327436394354,5.858516411362396
12,2023-06-28,1.5048421917790773,2.5898770837634406,1.8566156769546112,7.054749863819374
13,2023-06-29,2.022368184793067,3.685438319079309,1.4886354963335278,7.253906408095669
14,2023-06-30,1.8976876029087264,6.511097903186232,4.092044227545903,5.1157668529739
15,2023-07-01,1.8871531883591175,6.248233852806423,3.2370908021893072,2.8574833029156133
16,2023-07-02,1.519111589003839,3.576998780872278,2.246533196016661,1.9635916641432736
17,2023-07-03,2.541205254129996,2.963876563231562,2.5990767518515177,2.7700279165779262
18,2023-07-04,2.7794774714409183,3.0612058745135133,1.0371922642158506,2.1976290897271333
19,2023-07-05,1.7637269964324191,1.833930667466272,1.7885790282757714,2.066631320948543
20,2023-07-06,3.724663555382378,2.63367263686702,2.5273104781107225,4.02901901524429
0,2023-05-11,1.720034967758988,2.269271345784876,1.701957489313319,1.047953272045373
1,2023-05-12,1.500323856567224,1.9256402190579,2.86390216441602,1.9821659283685509
2,2023-05-13,1.50541387218136,2.1806446971708158,2.513165578098054,1.5018341313834982
3,2023-05-14,2.3523860875260705,3.089882636172194,4.0624268213435775,2.2313034727910317
4,2023-05-15,4.857271221031045,3.7881494840421936,3.33134320578787,2.6839123381282914
5,2023-05-16,2.023779606378201,2.233885310043067,3.323174955344284,3.496983835209775
6,2023-05-17,3.95697577803942,2.4607769007772338,2.224774506617728,1.85447115754277
7,2023-05-18,1.7371553845200334,3.641320105942885,3.000535975571279,2.1556107948428185
8,2023-05-19,3.0756559551407103,0.7010727280149829,0.8941787093181499,1.02829441210343
9,2023-05-20,1.4823206182437674,2.075542291171428,2.102764654282575,1.635158986585976
10,2023-05-21,3.1906132157031064,3.217138213170408,2.0111411087289257,2.128751992986437
11,2023-05-22,1.9113135428588703,2.4671339588708032,1.8106170943977264,2.4718190614698243
12,2023-05-23,2.018691230522977,1.8858003444459397,0.9700731442709662,2.1480425795130498
13,2023-05-24,0.8560344653995031,0.7637858425083854,0.790327215654926,1.322765602572915
14,2023-05-25,1.093459985993133,0.9296189241528447,0.8240159548537915,1.5354316101675047
