,Date,Mape_M_1,Mape_M_2,Mape_M_3,Mape_M_4
0,2023-08-14,2.9363146023710693,2.186428322657889,2.3356493034077506,1.563383506164585
1,2023-08-15,1.9796953007865183,1.4383983020532842,1.1964146860378655,2.969954477182153
2,2023-08-16,2.3399331056134303,1.1678246628808688,2.208557912564173,5.157929909240604
3,2023-08-17,2.025348436088917,4.113154492633138,4.865543383654871,7.212646349241194
4,2023-08-18,2.0166798206912704,3.980604066117961,3.577404686277408,2.92467936766994
5,2023-08-19,5.160856045197295,4.017818498640214,2.800059592375953,2.009581960235701
6,2023-08-20,7.93968149641544,6.328970798121396,3.3945736663453725,2.324817504170466
7,2023-08-21,2.1354836132521458,5.872989045920743,3.3011021449065225,3.0009963328553
8,2023-08-22,4.880959471671343,2.607142762678097,3.601842267658124,3.560788341062368
9,2023-08-23,0.8824257009499659,1.7916403390859796,1.1898477140533816,1.6064633673635575
10,2023-08-24,2.890367524984037,2.0314500778682,1.2413291210656483,1.6216540097261305
11,2023-08-25,4.706775708549719,4.055467679671822,3.7628113001029466,5.395898568470972
12,2023-08-26,4.480007601582827,6.220770288510264,3.1702744080475806,7.30586908676366
13,2023-08-27,4.909067737672532,2.366641076632864,2.3105147458774344,5.452308914009048
14,2023-08-28,2.3246796849138764,4.207437169179273,2.4423076171049924,5.181686027136826
15,2023-08-29,2.269978767256815,3.320933811272505,1.311634839065155,3.7977064203115214
16,2023-08-30,5.501578846250972,3.8589603509839496,4.224119626139586,3.2620464366775006
17,2023-08-31,5.058423075471455,2.321406026008676,1.973390067160766,3.059305383307586
18,2023-09-01,2.140975757533352,3.467082587751088,2.8664642066335944,4.00485900944308
19,2023-09-02,7.507786211482831,7.966352722082568,5.98852217292128,5.305211793152309
20,2023-09-03,3.3815127033473638,5.127673571473381,2.7375448094949286,3.395847844834954
21,2023-09-04,0.5312837433013741,1.164426125122953,1.607964512580926,4.432028782422997
0,2023-07-15,5.961598112186747,4.983977459619333,7.719674425263923,8.085487310167562
1,2023-07-16,1.815156788235671,3.383868545005897,1.9390024145624536,2.6988863726902985
2,2023-07-17,5.411998462823547,3.4470519789176453,1.0535146242154836,2.8710053629015357
3,2023-07-18,6.0406829659653685,5.16496191921211,3.3497897625976,4.225155160694435
4,2023-07-19,6.5788757602234185,5.52746444539616,4.212496257011338,4.860962864904087
