,Date,Mape_M_1,Mape_M_2,Mape_M_3,Mape_M_4
0,2023-08-14,3.03896831632208,1.9507413136598224,2.1853365814806587,1.2529184204322652
1,2023-08-15,2.0318816208302617,1.5276548724489405,1.1824919560863685,2.1228184111967723
2,2023-08-16,2.055727750204135,1.2367955326868822,1.8383492946028768,4.11741701746162
3,2023-08-17,2.54458145044561,4.212114678572343,5.47381317120104,6.324713510701287
4,2023-08-18,2.7318865577302422,4.8475485741023085,3.948294569638161,3.011353820651078
5,2023-08-19,4.229812449252311,4.888751105434177,3.0110568042114383,1.5163010313606375
6,2023-08-20,7.618257808025063,6.888657188459148,3.4143333710976758,2.5591887558278126
7,2023-08-21,2.734137971666235,5.607528962208171,3.338542854470408,3.404069337414454
8,2023-08-22,5.204334804211552,2.9778539025947754,4.01681463799828,3.8763279282597862
9,2023-08-23,2.3934457504155056,1.6809999501601989,2.407981773254013,2.946116565052784
10,2023-08-24,2.8922280713858157,1.7009943659837408,1.199431591951791,1.1626175849877514
11,2023-08-25,4.108906091175339,3.715377306187997,3.325984110211241,4.456520154030592
12,2023-08-26,4.735918962905227,6.799032191338399,3.142820025758564,6.438285489539002
13,2023-08-27,7.395072083437625,3.474736834506039,2.4899496170080413,5.000665603128467
14,2023-08-28,3.001203431381068,4.091561584561731,1.845555555594817,5.055022210101924
15,2023-08-29,2.842846913199042,3.951725593187452,1.3688712089923127,3.3915185766061517
16,2023-08-30,6.052815513103612,3.66496272076216,4.425554437164186,2.0057653510788
17,2023-08-31,6.061455533408413,2.731549857702138,1.801457965211608,2.389103529955723
18,2023-09-01,2.2795608827518965,3.7110762676779534,2.9604745869744087,3.407595041859637
19,2023-09-02,8.144239063204713,8.105009602919306,5.832683300582762,5.379157893949305
20,2023-09-03,4.308688962765602,5.340055749043621,3.150352830161049,3.519140568955513
21,2023-09-04,1.455352594976779,1.2813046476192218,1.1018040830237774,3.833415790507482
0,2023-07-15,6.878685489427173,5.453518205992599,7.552542052318785,8.37654898654433
1,2023-07-16,1.4588840807944836,3.1785728068428822,1.5466777815446635,3.4467428302093
2,2023-07-17,6.667577133165368,3.89299367183021,1.0177718861452156,2.7651542197826324
3,2023-07-18,6.711778443863457,5.764339252815306,2.3613833615182,4.0360091041248
4,2023-07-19,7.3230854796290865,6.043893442974168,3.2239979818375266,4.502864095975059
5,2023-07-20,5.907811140164066,6.274271205764287,4.161780304385733,5.85007663110664
6,2023-07-21,2.4820164548989943,3.6702081025244144,3.946809101598519,3.090747327796193
7,2023-07-22,6.552120257618023,4.276557130353569,9.652463262067553,6.953202539244753
8,2023-07-23,3.324339186332637,3.4743890981231726,2.3788228022509545,2.7280647541883227
9,2023-07-24,10.701764087380615,3.6618421697119423,1.6508739785679307,2.717289265832716
10,2023-07-25,4.755430732439956,4.517933259998763,2.467698168996919,2.272308585057706
11,2023-07-26,1.1843390115945844,3.3344246492623304,2.3953949876780687,2.162829434168985
12,2023-07-27,2.9542755424296177,4.9914347557957806,5.043799276598739,5.091119313193234
13,2023-07-28,1.9660942056138897,1.653641698621439,2.148389149047052,4.598204237942039
14,2023-07-29,4.473970656605511,3.3377762163087104,5.952292232013808,5.12403591588973
15,2023-07-30,2.311986751109707,2.808617995889841,1.0551193263613778,2.470167721271546
16,2023-07-31,2.599235630507951,2.7231726017763025,1.8355582261503625,1.8228898771136388
17,2023-08-01,1.8805906690998475,2.121374589278677,1.7503283694492031,1.577155473110091
18,2023-08-02,1.7429634353751138,2.24971111829384,2.3069726776809465,1.0972902269605544
19,2023-08-03,5.575068230652175,3.222071371663481,3.1118851299157684,3.3309274603599843
20,2023-08-04,3.4403243532248697,5.040411541221544,4.153642800257178,6.105169109739458
21,2023-08-05,5.624630895836061,6.617726904016736,9.81192889130318,8.978248276177462
0,2023-06-16,0.8920685110306512,2.39578266076811,2.472048834714487,3.2400507114600385
1,2023-06-17,1.770350319691361,3.805783386106604,3.13305749590135,4.998529259338025
2,2023-06-18,0.9390582275848844,1.519255895503835,1.4735735373653644,1.316945557531075
3,2023-06-19,2.411707032871745,3.0550827588665026,3.8434015914588775,2.4568545050319512
4,2023-06-20,3.0563712494586763,2.190257893095682,2.165924670318783,2.253949627592335
5,2023-06-21,2.8843718372630307,1.96921473006666,2.25022259013436,2.7837086379573366
6,2023-06-22,1.9891951159543024,3.06277942516123,3.4231805742370067,3.578672054411389
7,2023-06-23,3.567703004147476,5.45612076197472,3.6516674076217033,6.085491789540211
8,2023-06-24,2.2345013430348613,4.211717445186088,4.084140561441253,7.103603808828744
9,2023-06-25,3.941882382733961,4.321903807438161,3.022453686395983,3.1884926510826785
10,2023-06-26,1.2523342136577145,3.401660756126208,3.3467276111842077,3.310880512151797
11,2023-06-27,2.958567755619941,5.080894859098364,3.414670445159431,4.944039148568134
12,2023-06-28,2.143267132033203,2.710381758120824,1.46065597041258,5.542350562175112
13,2023-06-29,2.1515552655000105,2.5775058305320235,3.075809945315757,6.743908171786122
14,2023-06-30,2.2052180134002435,7.019968214254262,4.737451117749364,4.822394481102454
15,2023-07-01,2.959947982271033,6.99164833694285,4.471216820301295,2.8430765706057795
16,2023-07-02,3.1943248168751124,3.832318885243392,3.025501726725194,3.565302889052026
17,2023-07-03,2.722593186845157,2.717415719757142,2.815066893369218,2.587652159932081
18,2023-07-04,3.955818595601971,2.029345833945273,1.3881872703862743,1.423674137998196
19,2023-07-05,1.897015865066754,2.003826888771448,1.8927781174915348,2.186925397404797
20,2023-07-06,5.218164255084065,2.730319346122327,2.7399779981795938,4.520953198267785
0,2023-05-11,4.155188125214456,1.6650044122502778,1.885055845792791,1.5545445126474546
1,2023-05-12,1.9590594435468087,2.1665127900183605,3.0079647832807184,2.6099890941955817
2,2023-05-13,2.2782046684872586,1.8046437272100395,2.580137263526336,1.4871975380531175
3,2023-05-14,2.4009039884472974,2.702088077521676,4.0912533861849685,1.8888558598073293
4,2023-05-15,3.97280854185939,2.3692061056467395,2.9251946903846147,2.239620056389389
5,2023-05-16,4.487936384559174,2.659082282016035,3.5880347693669594,3.051442810418528
6,2023-05-17,3.0391648037842294,2.683395300826821,2.606330480692659,1.8175583499061287
7,2023-05-18,1.935425573458754,3.783121071801966,3.9012669890288296,2.4356893396268102
8,2023-05-19,3.373152853323816,0.9303090465286464,1.006684494141501,1.481935834753969
9,2023-05-20,1.8406168349579148,2.470879145836678,1.9351487075047296,1.1687901368642286
10,2023-05-21,2.8165301484821432,2.8382155134274454,2.3348499807374514,2.260065515102648
11,2023-05-22,2.6143509098737856,2.7430061391233997,2.0635802079241987,2.5008307452996656
12,2023-05-23,1.7290721296845568,2.097975597934032,1.5193158327547225,2.664550643265428
13,2023-05-24,1.6343644473908323,0.8546656927718465,1.1182863301749528,1.20697725463407
14,2023-05-25,0.9311019454366622,0.8955128592219394,1.0833682774811757,1.7059152907848385
15,2023-05-26,1.5586797110068658,1.3452049463532707,1.1707331420218074,0.6525241363968289
16,2023-05-27,5.052665105929357,4.495400439899004,3.377485436444362,2.164944092698607
17,2023-05-28,1.1261855007881094,1.6924526439247027,1.5123923683272902,1.665186104522007
18,2023-05-29,1.3784385511371262,1.481661626949785,1.2623449698492275,1.3955672896519795
19,2023-05-30,0.7150285284284467,1.202232058546782,1.9390697668678931,0.9827091910475472
20,2023-05-31,1.5316988227879365,1.2060477333254347,0.8295688105110002,1.5552548442871672
21,2023-06-01,2.453051042682696,0.811221680048304,0.6120902679818112,1.4353744834111102
0,2023-04-12,2.133466972857388,0.9137164784255776,0.8107559027245448,0.6562339080660339
1,2023-04-13,2.886684496001216,2.132329139237685,1.7859736606959848,1.8686471245635172
2,2023-04-14,3.32650690533979,3.060074677284885,3.2559053247345515,3.5179955607315447
3,2023-04-15,2.52588427013516,2.523457573318168,3.698400154409831,3.634647827187295
4,2023-04-16,1.554113439825366,1.0950751315258014,1.8370259846563397,1.4616597131368334
5,2023-04-17,1.0649705926399515,2.0642488055592687,3.2297873222746647,2.1782398252713624
6,2023-04-18,0.7483947094997202,0.8992726545032935,1.362534942991526,1.5944231822628667
7,2023-04-19,1.2757636782758408,2.32452779096773,2.552604976564087,2.8939949024462357
8,2023-04-20,2.365260050550878,2.2626902045201733,2.49432507164542,2.3198799096740625
9,2023-04-21,2.2365273692633023,1.240276526880009,1.9182328128301915,1.2766969778984496
10,2023-04-22,1.430052472479468,1.491076151419194,1.84239582809612,1.3396995009587076
11,2023-04-23,1.7791233085903,0.9667337788864068,1.2798229960556349,1.7789364895077389
12,2023-04-24,1.5167169023012894,1.02743511483426,1.0125769318201738,1.9157462490952568
13,2023-04-25,0.9995818941942262,0.9960945266371446,1.0125508343709126,2.085760354332819
14,2023-04-26,1.493768055867547,1.0807645850820635,1.4376694613511876,1.9701360433093504
15,2023-04-27,2.087053192427516,1.5914235692056578,2.5864719512146457,2.301630553073868
16,2023-04-28,1.644103392461452,1.687415441204486,2.034371639026415,1.4670653286123172
17,2023-04-29,2.246405177364144,2.1803876074319013,2.7746032545423223,2.413851291593683
18,2023-04-30,2.0322129056851983,2.18998838707515,1.8647750247610668,1.7427674287705346
19,2023-05-01,7.646536170201947,7.304649679657389,2.420362239303662,1.0004450021472793
20,2023-05-02,3.193190908507727,1.8859987563801797,1.510387028133555,1.4360413219816617
0,2023-03-12,0.952190305974906,0.9419346248636312,0.8071349834966036,0.7891072045436287
1,2023-03-13,1.817570539458232,2.128678334293066,1.77729024857213,1.5668055588573748
2,2023-03-14,1.3973527580155811,1.1553754307441606,1.0645916377821052,1.1347895350796633
3,2023-03-15,1.3480594541740272,1.4048043933491223,1.205259380655115,1.1385668428830522
4,2023-03-16,1.573958951798511,1.7572713609935415,1.7946124964409675,1.710402723838766
5,2023-03-17,0.6718389035904581,0.663080155493865,1.281928748391179,0.8955849079232516
6,2023-03-18,2.0534488219730545,1.486277957264289,1.90361927624691,1.803840104788064
7,2023-03-19,1.4646369337502756,1.9822793826418248,1.2006412845312218,1.4054110607251058
8,2023-03-20,3.3823264221964,3.190047473978777,1.9517365434443883,2.190818529907507
9,2023-03-21,3.1834889747240185,2.4754277926169475,3.1117079921434043,2.6322103005600925
10,2023-03-22,1.9123818793077931,2.5466869819624742,2.388058680590133,3.5098596756890608
11,2023-03-23,1.4744185617605463,2.1489243930357937,1.9249549833048425,2.2346688063577496
12,2023-03-24,2.942083436948293,1.4911957398738482,1.6419382291979243,1.574639116727979
13,2023-03-25,1.0747594303520804,1.0530121296583332,1.0020888021426184,0.9682796865466105
14,2023-03-26,1.321979938759389,1.1540684824169611,0.7848847609816989,1.0114903798665462
15,2023-03-27,1.5585362757178616,1.1427748793754036,1.7893548828460049,0.9499371507775642
16,2023-03-28,1.7823158978536615,2.0689403381507216,1.488388101525704,1.812090399032179
17,2023-03-29,1.478129345441702,1.9762511809358931,1.5161719300227297,1.1450865285862255
18,2023-03-30,1.6402758473368095,1.0931258041377525,0.9327153178063592,0.7204592674920659
19,2023-03-31,0.973602414105422,1.4395730755007832,1.4148034167103978,1.439805145064503
20,2023-04-01,0.9902985091497044,1.1394731107646188,1.240034825197136,1.2679031979736672
21,2023-04-02,1.3807665338279242,1.2601387503381385,2.312162825706021,1.8561489739193755
0,2023-02-13,1.0525208761218368,0.7809140919213604,0.9378345373381778,0.959288295910674
1,2023-02-14,0.9916042960241817,1.3016810964914347,1.5808273919551152,1.0989442997832244
2,2023-02-15,1.5879395945480514,1.750509513822179,2.392716324414808,2.03026549839669
3,2023-02-16,1.5826949750204082,1.760367348571097,2.422878354107882,2.0971389923579027
4,2023-02-17,0.6721842933505282,1.2462821265607886,1.506180515586115,1.1525548779177597
5,2023-02-18,1.0058903589120651,1.504756573084808,1.1743131310479236,1.0941078251849508
6,2023-02-19,1.374136086456495,0.8660526790813503,0.8358031144829421,1.137716428379869
7,2023-02-20,1.55504864959959,1.6601166157210356,1.8209928866477123,1.4954356048398365
8,2023-02-21,1.2815477858972433,0.8093115115943446,0.8761738625727519,1.0394515536101474
9,2023-02-22,1.4405187409242963,1.4071565488592137,1.9855576090657905,1.3378123297504174
10,2023-02-23,0.6247155377391478,0.5979183647148589,1.0041884766295952,0.7875122448692928
11,2023-02-24,0.9521971444148356,0.5314659109189384,0.9775739836129096,0.906936461539748
12,2023-02-25,0.982561580161516,0.7939832727495791,0.9304156477375553,0.8878432869036551
13,2023-02-26,1.621136670774544,1.7341569872942495,1.7927208403985626,2.042086336629952
14,2023-02-27,1.503926388920441,1.6873595925399936,1.886578152172451,1.766424525121311
15,2023-02-28,0.7333956936622879,0.7656245628994741,1.0233956696924005,0.980917452024244
16,2023-03-01,0.948237503694878,0.8852745606255668,0.8390848534998558,0.85284503772689
