,Date,Mape_M_1,Mape_M_2,Mape_M_3,Mape_M_4
0,2023-08-14,3.1064818425573653,2.064238047540081,2.27702980674204,1.4382986359804515
1,2023-08-15,1.582707242372393,1.747481935033964,1.0883072823133777,3.571065671172649
2,2023-08-16,1.8714638796148573,1.5332023677821691,1.6686047128605208,3.7219691141332314
3,2023-08-17,1.3789953829657433,3.896542573479802,4.441040607381094,5.447727409482036
4,2023-08-18,0.887021008888096,3.517080976103676,3.208859036061159,2.585271330392344
5,2023-08-19,4.6637447585447775,2.585474164551114,3.123060710225977,2.2287003337673865
6,2023-08-20,7.391131798091279,5.64250494947477,3.0644672788624465,2.30888486116372
7,2023-08-21,3.0485452605639454,5.719898792494068,3.772275803345241,2.461517534791623
8,2023-08-22,4.341529403724534,2.439820490186037,2.238208237042233,1.860006701517354
9,2023-08-23,1.1217969666625442,2.6594233974905523,0.4911451359445358,1.436932861157055
10,2023-08-24,2.448568322419567,2.25462201969214,1.3037243436647783,1.608960401110448
11,2023-08-25,3.784053871912071,4.293641003376277,3.670985207441501,5.078966407433324
12,2023-08-26,3.3826247202698645,5.218526340324316,2.4617196413359728,6.069145097894424
13,2023-08-27,3.891393208702282,1.4322320409354252,1.8810356277879832,4.336204254147078
14,2023-08-28,2.553349382845735,4.155077193311878,2.226062414069073,3.821989344361428
15,2023-08-29,2.1640277345801078,3.00398272232479,1.177169888991168,4.692622692443992
16,2023-08-30,3.865743471201301,3.788786963360305,3.4001359806964664,2.203094936373133
17,2023-08-31,2.647856039006967,1.214645018734877,0.9677249263651112,1.8073698410223396
18,2023-09-01,1.9878895236490397,3.211939844836056,2.8219227147447583,3.27693155802481
19,2023-09-02,7.562826335002058,6.99899199299742,5.527391320791367,4.385382620976271
20,2023-09-03,3.089906386742651,3.5837565608155977,2.087757067957619,2.4303264537604283
21,2023-09-04,0.6668261775714179,1.1090506328098335,1.298929061057729,3.005506035053973
0,2023-07-15,4.210940867098362,4.562341266817244,6.8978699373448125,7.25969098623206
1,2023-07-16,1.5630776811687004,3.381029909453915,2.454585669547458,2.5304348074985232
2,2023-07-17,3.674900523309218,3.072207623603813,1.358949499932858,2.787521029222201
3,2023-07-18,3.104272229505391,4.540188738198598,2.110217677894465,3.393048341580534
4,2023-07-19,4.06372237129867,4.793852134295769,2.757339223288935,4.262181728414346
5,2023-07-20,3.731472187913918,4.860777010870828,3.633934038243705,5.119060580803519
6,2023-07-21,2.6708179184825545,3.377602713850956,2.639623441071069,3.300573011738392
7,2023-07-22,3.859204482252789,3.6176277677660607,9.786716857186027,6.535724078201614
8,2023-07-23,2.1645757611094543,2.101317750294715,1.6996311326293363,2.073800906048488
9,2023-07-24,8.125854366650174,2.9927063116020056,2.236575842611621,2.765715535195677
10,2023-07-25,1.6119805609705626,3.180486295657493,1.9074963502594904,1.892214898795204
11,2023-07-26,0.910890823387407,3.784576609890269,2.127267036325787,2.005228396999033
12,2023-07-27,1.4346352410642804,3.745165951381222,3.579199939013048,4.49834428078157
13,2023-07-28,2.546551710743404,1.7697429058648566,3.4125066883965416,3.699287936979477
14,2023-07-29,4.370640961210482,3.4338551919274485,4.810652353096303,5.273978116897146
15,2023-07-30,2.66304796557638,2.0056693349802224,1.0535695063727923,1.825575535421272
16,2023-07-31,1.751900867361475,2.8599853789787315,1.3016464946012896,1.6098208134972414
17,2023-08-01,1.4171027344275324,2.7027968274932426,1.522415998097261,2.197387786080829
18,2023-08-02,1.8612198045601944,2.6246181285644865,1.4233704783288348,1.0014946587058764
19,2023-08-03,3.0098419953483724,3.2822099985291837,2.844289757708456,3.38423791952053
