,Date,Mape_M_1,Mape_M_2,Mape_M_3,Mape_M_4
0,2023-08-14,2.983453244676504,2.191286945592137,2.3737278882700084,1.5143152233571922
1,2023-08-15,1.9311938607646004,1.4521105021700014,1.174738704532003,3.16789029130358
2,2023-08-16,2.0077873212709605,1.1994122340394218,2.2391098227446102,5.031324705733297
3,2023-08-17,1.7617377894522026,4.058690312590881,4.695181866214759,6.917405534388156
4,2023-08-18,1.6695007809291074,3.775990844171272,3.407164217548564,2.6944453350056485
5,2023-08-19,4.600561503555204,3.573891147862586,2.891800682007134,1.997245399086521
6,2023-08-20,7.767429952414706,6.019625613151217,3.226472631643292,2.248450057198552
7,2023-08-21,2.2396798288081943,5.896524084947998,3.420698695984445,2.660435420062748
8,2023-08-22,5.365988944394162,2.233835486040221,2.8724792527933936,2.1569376133991587
9,2023-08-23,0.9411669620150048,2.3510041711573124,0.7811956743287056,1.5762972725285058
10,2023-08-24,2.6688755115360343,2.127870910424931,1.3067212764152216,1.650405362385772
11,2023-08-25,4.181452975630718,4.114324568572828,3.707370768489245,5.4466448651982695
12,2023-08-26,4.267609219601468,6.026601559152791,2.928881478990035,7.023520805659095
13,2023-08-27,5.149865147570911,2.0166869335428643,2.180450363690113,5.243034027226923
14,2023-08-28,2.1755926380162283,4.145523321106732,2.5214920165394865,4.588230628129804
15,2023-08-29,2.4392045922366417,3.092669536709576,1.261196555198994,4.253693914780545
16,2023-08-30,5.069151342748742,4.06361742487746,4.16259439438992,3.0906802297937275
17,2023-08-31,3.465584701009002,2.0841739353061968,1.636464555308385,2.5527501718135377
18,2023-09-01,1.9911721031619425,3.454509918629128,2.7741812783694075,3.852419268264585
19,2023-09-02,8.042447650238717,7.816005809689669,5.968018812554967,5.278345053929004
20,2023-09-03,3.767290285299401,4.782616587301417,2.565580800079076,3.406781915381377
21,2023-09-04,0.6731116184154267,1.208423080321086,1.6973457410697863,3.8458117896990105
0,2023-07-15,5.322289418730289,4.765279086382193,7.527878364770981,7.840594958062742
1,2023-07-16,1.945665706408996,3.5190654821408125,2.219679210592928,2.6119111567070306
2,2023-07-17,4.773555061233989,3.3996661831439714,1.1065457779077434,2.7206164923884053
3,2023-07-18,5.130681143374581,4.827006892958949,2.8321305497883627,4.154690251281894
4,2023-07-19,5.7623854708056,5.134896461450071,3.5619518151055787,4.762834887469512
5,2023-07-20,4.816480883501933,5.352232360748368,4.142995703696605,5.837099173094174
6,2023-07-21,2.4436067147014486,3.6956404832964265,2.322414287472241,3.10386118126498
7,2023-07-22,4.5828922898922375,3.7577196630320144,10.032955722325266,6.79621652221886
8,2023-07-23,4.066288573626324,3.320912643195912,3.844012114301514,1.8578699493309672
