,Date_time,Actual,Forecast_M_1,Forecast_M_2,Forecast_M_3,Forecast_M_4
3,2023-01-14 00:00:00,2214,2240.6912,2231.7263,2238.3887,2243.9167
4,2023-01-14 01:00:00,2125,2158.8335,2154.7246,2149.7764,2160.7773
5,2023-01-14 02:00:00,2069,2094.5598,2091.7659,2083.363,2096.3076
6,2023-01-14 03:00:00,2021,2048.7603,2047.2516,2035.0692,2047.997
7,2023-01-14 04:00:00,1964,2022.2026,2025.5253,2005.1322,2019.4164
8,2023-01-14 05:00:00,1975,2025.1138,2030.0356,2002.8079,2017.3129
9,2023-01-14 06:00:00,2006,2049.2642,2055.3691,2022.1744,2044.543
10,2023-01-14 07:00:00,2040,2062.8232,2090.5173,2049.1401,2066.144
11,2023-01-14 08:00:00,2082,2118.0652,2147.6404,2110.3936,2126.517
12,2023-01-14 09:00:00,2191,2213.2073,2225.9663,2205.363,2223.7656
13,2023-01-14 10:00:00,2273,2283.7534,2294.8894,2284.3367,2287.9058
14,2023-01-14 11:00:00,2303,2330.241,2343.3386,2335.61,2330.4475
15,2023-01-14 12:00:00,2334,2355.56,2372.737,2365.7285,2355.6958
16,2023-01-14 13:00:00,2320,2364.0793,2387.808,2380.9097,2366.805
17,2023-01-14 14:00:00,2348,2367.1592,2394.6267,2388.7812,2372.8318
18,2023-01-14 15:00:00,2314,2369.4272,2397.2434,2392.8535,2377.7737
19,2023-01-14 16:00:00,2353,2364.797,2393.026,2384.0186,2377.1855
20,2023-01-14 17:00:00,2371,2353.2686,2379.0613,2355.6309,2359.95
21,2023-01-14 18:00:00,2383,2376.7642,2393.589,2352.8997,2379.4043
22,2023-01-14 19:00:00,2450,2440.5264,2463.7195,2429.0154,2468.2966
23,2023-01-14 20:00:00,2430,2411.5144,2439.6184,2417.5208,2435.0837
24,2023-01-14 21:00:00,2385,2380.7988,2395.2727,2369.741,2388.8223
25,2023-01-14 22:00:00,2322,2323.8103,2335.7522,2311.073,2326.7764
26,2023-01-14 23:00:00,2243,2248.1387,2256.7744,2233.768,2253.1995
