,Date_time,Actual,Forecast_M_1,Forecast_M_2,Forecast_M_3,Forecast_M_4
4,2023-02-14 00:00:00,2182,2199.003,2177.3723,2189.012,2185.7363
5,2023-02-14 01:00:00,2073,2111.8477,2093.0,2102.9214,2097.7925
6,2023-02-14 02:00:00,2005,2049.9202,2032.3698,2040.7493,2037.5437
7,2023-02-14 03:00:00,1996,2009.7455,1994.8632,1998.1869,1997.7921
8,2023-02-14 04:00:00,1980,1989.2804,1980.7911,1976.7438,1979.7378
9,2023-02-14 05:00:00,2000,2002.1202,1998.2971,1988.0374,1992.2935
10,2023-02-14 06:00:00,2065,2065.3982,2053.508,2044.5029,2054.1914
11,2023-02-14 07:00:00,2141,2142.6582,2111.337,2113.6643,2130.4216
12,2023-02-14 08:00:00,2208,2204.3967,2166.7659,2170.5618,2183.984
13,2023-02-14 09:00:00,2251,2262.0977,2241.7437,2231.848,2250.132
14,2023-02-14 10:00:00,2294,2304.8333,2282.6072,2280.1853,2291.9631
15,2023-02-14 11:00:00,2336,2328.4512,2293.2043,2307.6772,2315.8916
16,2023-02-14 12:00:00,2351,2336.6836,2298.0059,2319.853,2326.383
17,2023-02-14 13:00:00,2322,2339.125,2306.7415,2326.154,2329.7002
18,2023-02-14 14:00:00,2323,2346.693,2321.114,2336.1372,2337.0703
19,2023-02-14 15:00:00,2349,2364.0164,2342.4153,2352.3435,2352.4734
20,2023-02-14 16:00:00,2385,2378.5857,2360.8784,2364.2754,2361.6033
21,2023-02-14 17:00:00,2402,2365.9805,2356.918,2355.6672,2352.7144
22,2023-02-14 18:00:00,2398,2356.9126,2362.0544,2338.1467,2353.823
23,2023-02-14 19:00:00,2492,2458.1309,2464.098,2409.5464,2452.2583
24,2023-02-14 20:00:00,2539,2503.7573,2487.4307,2463.5955,2483.8845
25,2023-02-14 21:00:00,2523,2479.8037,2456.6184,2452.7974,2461.2544
26,2023-02-14 22:00:00,2447,2392.8354,2393.642,2393.8088,2383.3342
27,2023-02-14 23:00:00,2330,2284.3196,2298.8315,2289.9724,2282.8506
