,Date_time,Actual,Forecast_M_1,Forecast_M_2,Forecast_M_3,Forecast_M_4
9,2022-12-28 00:00:00,2055,2094.9875,2073.936,2069.814,2122.5464
10,2022-12-28 01:00:00,1982,2011.6985,1992.083,1985.692,2032.8729
11,2022-12-28 02:00:00,1922,1948.2594,1928.445,1924.9297,1968.594
12,2022-12-28 03:00:00,1877,1907.3981,1885.5833,1884.194,1924.9352
13,2022-12-28 04:00:00,1844,1887.7755,1861.3864,1862.268,1903.5706
14,2022-12-28 05:00:00,1867,1891.621,1865.4872,1866.8872,1908.5992
15,2022-12-28 06:00:00,1891,1928.8807,1901.0184,1908.3885,1949.3743
16,2022-12-28 07:00:00,1933,1985.0958,1941.1324,1971.7102,1999.7
17,2022-12-28 08:00:00,2003,2042.7668,1990.5212,2021.1991,2054.1511
18,2022-12-28 09:00:00,2092,2136.9102,2073.3535,2095.0999,2140.9849
19,2022-12-28 10:00:00,2186,2220.0986,2151.5852,2162.1748,2206.5166
20,2022-12-28 11:00:00,2237,2279.113,2205.2083,2212.2307,2251.4592
21,2022-12-28 12:00:00,2274,2318.686,2237.0266,2244.3572,2282.3022
22,2022-12-28 13:00:00,2300,2345.0361,2254.2341,2259.952,2299.9705
23,2022-12-28 14:00:00,2339,2366.9688,2265.3792,2273.3948,2313.5222
24,2022-12-28 15:00:00,2339,2391.1602,2275.4094,2289.6133,2333.1155
25,2022-12-28 16:00:00,2367,2409.6494,2277.2476,2293.8108,2348.1323
26,2022-12-28 17:00:00,2383,2403.8687,2267.2551,2282.6797,2343.3203
27,2022-12-28 18:00:00,2424,2421.2043,2302.73,2329.9727,2382.595
28,2022-12-28 19:00:00,2467,2480.584,2372.86,2392.2166,2470.8328
29,2022-12-28 20:00:00,2427,2442.004,2349.1204,2370.3926,2454.5803
30,2022-12-28 21:00:00,2390,2402.6963,2307.084,2332.5989,2425.041
31,2022-12-28 22:00:00,2333,2332.4492,2243.3284,2264.5012,2350.0237
32,2022-12-28 23:00:00,2237,2239.7651,2160.0898,2174.316,2256.061
