,Date_time,Actual,Forecast_M_1,Forecast_M_2,Forecast_M_3,Forecast_M_4
9,2023-04-21 00:00:00,2849,2851.3384,2844.0742,2858.276,2839.1633
10,2023-04-21 01:00:00,2727,2737.0354,2726.3127,2743.6836,2720.4885
11,2023-04-21 02:00:00,2621,2632.3083,2621.9016,2640.0752,2614.142
12,2023-04-21 03:00:00,2528,2540.311,2534.7239,2552.9963,2522.7168
13,2023-04-21 04:00:00,2452,2468.862,2468.0085,2486.9958,2459.4138
14,2023-04-21 05:00:00,2423,2436.1687,2429.98,2453.8787,2432.9048
15,2023-04-21 06:00:00,2416,2419.8037,2405.836,2432.8298,2406.901
16,2023-04-21 07:00:00,2407,2417.6387,2402.988,2410.5679,2394.5698
17,2023-04-21 08:00:00,2515,2505.8535,2508.6897,2499.0945,2496.9622
18,2023-04-21 09:00:00,2638,2623.7197,2639.8513,2623.7185,2620.4395
19,2023-04-21 10:00:00,2745,2722.1707,2744.2505,2722.6335,2721.9287
20,2023-04-21 11:00:00,2871,2799.2864,2830.3357,2805.0588,2806.7393
21,2023-04-21 12:00:00,2980,2863.9167,2905.0632,2876.2817,2889.2268
22,2023-04-21 13:00:00,3034,2929.2148,2980.4192,2947.4028,2981.5964
23,2023-04-21 14:00:00,3128,3004.7844,3067.3381,3028.2046,3080.6887
24,2023-04-21 15:00:00,3255,3079.5955,3154.3994,3107.4036,3172.549
25,2023-04-21 16:00:00,3324,3127.8828,3203.631,3154.006,3221.919
26,2023-04-21 17:00:00,3302,3129.9353,3182.771,3149.3423,3196.8608
27,2023-04-21 18:00:00,3214,3067.6597,3089.2976,3079.4294,3100.4353
28,2023-04-21 19:00:00,3071,2958.114,3003.2568,2988.8096,3013.5676
29,2023-04-21 20:00:00,3100,2986.3088,3056.78,3034.2627,3082.8625
30,2023-04-21 21:00:00,3098,3014.3538,3080.8,3041.1042,3100.9111
31,2023-04-21 22:00:00,3054,2980.1116,3066.0513,3015.376,3078.3843
32,2023-04-21 23:00:00,3014,2925.3088,2993.8674,2946.0945,3006.0068
