,Date_time,Actual,Forecast_M_1,Forecast_M_2,Forecast_M_3,Forecast_M_4
1,2023-01-27 00:00:00,2281,2304.3872,2304.0876,2288.2249,2294.3257
2,2023-01-27 01:00:00,2201,2218.3728,2220.7292,2203.3977,2210.016
3,2023-01-27 02:00:00,2125,2152.198,2156.394,2132.362,2143.188
4,2023-01-27 03:00:00,2080,2104.7214,2113.9736,2082.368,2095.7034
5,2023-01-27 04:00:00,2053,2077.2886,2096.1934,2051.5125,2069.794
6,2023-01-27 05:00:00,2088,2084.6272,2108.0413,2051.4617,2073.4385
7,2023-01-27 06:00:00,2148,2136.6384,2147.3088,2088.0881,2114.8376
8,2023-01-27 07:00:00,2216,2183.0046,2198.2773,2144.657,2162.4023
9,2023-01-27 08:00:00,2258,2240.0671,2249.896,2207.8337,2221.173
10,2023-01-27 09:00:00,2338,2314.8962,2307.179,2277.1702,2301.6355
11,2023-01-27 10:00:00,2364,2363.9111,2360.06,2338.3855,2347.911
12,2023-01-27 11:00:00,2396,2392.5317,2396.382,2379.6367,2376.0037
13,2023-01-27 12:00:00,2421,2406.901,2416.3862,2402.8303,2391.147
14,2023-01-27 13:00:00,2427,2414.2087,2425.939,2413.9534,2396.298
15,2023-01-27 14:00:00,2419,2425.8167,2432.255,2420.7053,2400.6438
16,2023-01-27 15:00:00,2410,2442.6262,2438.4248,2427.814,2411.2937
17,2023-01-27 16:00:00,2414,2452.2346,2439.385,2429.1274,2422.184
18,2023-01-27 17:00:00,2394,2444.8196,2429.299,2414.321,2413.4941
19,2023-01-27 18:00:00,2451,2459.262,2443.0068,2419.1555,2413.9836
20,2023-01-27 19:00:00,2548,2539.958,2534.4805,2492.717,2517.036
21,2023-01-27 20:00:00,2541,2529.331,2532.0007,2485.8623,2522.541
22,2023-01-27 21:00:00,2518,2504.1543,2497.003,2445.5212,2480.7473
23,2023-01-27 22:00:00,2449,2439.9358,2434.4998,2384.6912,2416.3647
24,2023-01-27 23:00:00,2367,2354.6157,2347.0923,2299.5076,2331.806
