,Date_time,Actual,Forecast_M_1,Forecast_M_2,Forecast_M_3,Forecast_M_4
9,2023-07-19 00:00:00,5289,4827.988,4977.192,4986.1816,5107.804
10,2023-07-19 01:00:00,5109,4642.4707,4828.707,4820.364,4937.1895
11,2023-07-19 02:00:00,4949,4480.7495,4681.3,4657.662,4767.483
12,2023-07-19 03:00:00,4794,4346.1353,4543.2617,4509.6606,4608.358
13,2023-07-19 04:00:00,4642,4230.9473,4419.714,4383.538,4463.9556
14,2023-07-19 05:00:00,4521,4138.7476,4306.535,4273.3755,4348.132
15,2023-07-19 06:00:00,4340,4061.3547,4163.3857,4131.0503,4229.594
16,2023-07-19 07:00:00,4204,3947.8167,4006.3289,4074.6738,4073.7656
17,2023-07-19 08:00:00,4324,3931.6816,4059.8223,4239.8716,4126.7207
18,2023-07-19 09:00:00,4547,4102.5034,4241.2827,4430.7075,4320.7827
19,2023-07-19 10:00:00,4794,4309.873,4417.0405,4608.3135,4500.6167
20,2023-07-19 11:00:00,4993,4496.6055,4590.957,4805.172,4674.5127
21,2023-07-19 12:00:00,5210,4684.1606,4789.5034,5034.547,4868.719
22,2023-07-19 13:00:00,5434,4895.202,5017.362,5288.9736,5106.491
23,2023-07-19 14:00:00,5657,5110.7466,5239.073,5515.4556,5360.5156
24,2023-07-19 15:00:00,5802,5257.4404,5400.143,5629.389,5527.71
25,2023-07-19 16:00:00,5850,5306.441,5466.0522,5597.107,5576.7363
26,2023-07-19 17:00:00,5819,5268.4814,5425.189,5449.404,5539.643
27,2023-07-19 18:00:00,5621,5147.3853,5280.207,5233.664,5395.8555
28,2023-07-19 19:00:00,5388,4964.711,5088.6714,5002.421,5170.5796
29,2023-07-19 20:00:00,5356,4892.3706,5012.2905,5027.359,5083.8545
30,2023-07-19 21:00:00,5497,5030.5303,5094.67,5139.3003,5237.833
31,2023-07-19 22:00:00,5547,5057.1997,5138.4087,5123.0303,5303.4375
32,2023-07-19 23:00:00,5492,4953.1597,5080.776,4999.702,5228.363
