,Date_time,Actual,Forecast_M_1,Forecast_M_2,Forecast_M_3,Forecast_M_4
4,2022-10-17 00:00:00,3134,3192.0906,3246.0408,3231.593,3248.0361
5,2022-10-17 01:00:00,2990,3062.5305,3117.6755,3095.2651,3126.2798
6,2022-10-17 02:00:00,2884,2941.7183,2996.4998,2973.875,3000.574
7,2022-10-17 03:00:00,2786,2833.1511,2890.9377,2873.0125,2887.6628
8,2022-10-17 04:00:00,2718,2743.0635,2811.8616,2788.387,2799.6318
9,2022-10-17 05:00:00,2667,2682.2915,2759.8315,2735.234,2744.1008
10,2022-10-17 06:00:00,2643,2648.5193,2708.0842,2705.4934,2712.4695
11,2022-10-17 07:00:00,2606,2621.547,2682.907,2664.9617,2650.373
12,2022-10-17 08:00:00,2686,2682.7322,2792.4263,2732.975,2726.5493
13,2022-10-17 09:00:00,2833,2843.514,2952.7734,2900.3628,2897.2578
14,2022-10-17 10:00:00,2976,2989.0337,3082.713,3047.0544,3038.0613
15,2022-10-17 11:00:00,3112,3106.2668,3187.1626,3160.7625,3147.126
16,2022-10-17 12:00:00,3186,3211.336,3289.2039,3261.7664,3236.1418
17,2022-10-17 13:00:00,3340,3319.0757,3413.167,3371.7153,3331.9495
18,2022-10-17 14:00:00,3538,3444.5962,3554.701,3499.486,3453.3225
19,2022-10-17 15:00:00,3673,3554.188,3656.0403,3606.53,3557.404
20,2022-10-17 16:00:00,3747,3579.9373,3662.5415,3628.852,3579.5754
21,2022-10-17 17:00:00,3673,3515.5762,3573.3047,3555.99,3512.4607
22,2022-10-17 18:00:00,3515,3432.9043,3491.927,3471.3945,3403.9216
23,2022-10-17 19:00:00,3560,3476.5205,3561.3718,3523.3408,3436.9468
24,2022-10-17 20:00:00,3632,3493.751,3592.6497,3553.2327,3475.791
25,2022-10-17 21:00:00,3675,3504.3123,3613.6318,3572.9858,3520.5679
26,2022-10-17 22:00:00,3631,3462.5652,3560.3657,3544.5774,3514.756
27,2022-10-17 23:00:00,3499,3366.404,3454.932,3454.8188,3422.3792
