,Date_time,Actual,Forecast_M_1,Forecast_M_2,Forecast_M_3,Forecast_M_4
5,2023-05-20 00:00:00,3383,3376.5845,3365.918,3340.3625,3402.2942
6,2023-05-20 01:00:00,3237,3233.6948,3226.4688,3197.206,3256.1067
7,2023-05-20 02:00:00,3102,3094.0298,3087.1667,3060.5352,3114.1729
8,2023-05-20 03:00:00,2975,2964.9854,2963.852,2934.4612,2989.2598
9,2023-05-20 04:00:00,2860,2852.682,2859.4983,2830.7722,2881.4863
10,2023-05-20 05:00:00,2787,2764.1401,2766.7786,2758.4233,2792.0676
11,2023-05-20 06:00:00,2682,2668.2888,2679.25,2664.8254,2674.2788
12,2023-05-20 07:00:00,2628,2602.7075,2653.621,2621.0342,2635.3552
13,2023-05-20 08:00:00,2742,2691.13,2736.859,2738.588,2747.6055
14,2023-05-20 09:00:00,2881,2837.4785,2856.4944,2870.7441,2886.1355
15,2023-05-20 10:00:00,3038,2975.516,2971.668,2985.1118,3000.5745
16,2023-05-20 11:00:00,3162,3092.1523,3077.6504,3090.6096,3110.4312
17,2023-05-20 12:00:00,3296,3200.161,3179.3926,3202.499,3227.1926
18,2023-05-20 13:00:00,3434,3319.101,3283.9514,3330.552,3358.594
19,2023-05-20 14:00:00,3556,3459.4907,3393.8037,3467.8,3508.695
20,2023-05-20 15:00:00,3671,3599.0278,3497.7168,3591.6062,3631.4236
21,2023-05-20 16:00:00,3768,3682.5,3568.526,3658.8508,3691.6821
22,2023-05-20 17:00:00,3779,3683.4321,3573.5823,3637.4404,3687.2017
23,2023-05-20 18:00:00,3673,3597.1255,3500.047,3539.878,3593.973
24,2023-05-20 19:00:00,3493,3439.0586,3391.1958,3415.6042,3456.3413
25,2023-05-20 20:00:00,3471,3404.0364,3374.9214,3421.9258,3457.6184
26,2023-05-20 21:00:00,3472,3500.7246,3418.7258,3492.8826,3534.425
27,2023-05-20 22:00:00,3453,3514.85,3405.598,3495.5107,3531.146
28,2023-05-20 23:00:00,3403,3456.502,3351.7825,3443.501,3473.4324
