,Date_time,Actual,Forecast_M_1,Forecast_M_2,Forecast_M_3,Forecast_M_4
7,2023-05-16 00:00:00,3395,3287.0103,3335.678,3319.2266,3344.2236
8,2023-05-16 01:00:00,3220,3109.2158,3159.6997,3148.5505,3173.0972
9,2023-05-16 02:00:00,3062,2949.1956,2999.0642,3000.2285,3020.5977
10,2023-05-16 03:00:00,2934,2813.4922,2868.7349,2869.167,2890.4038
11,2023-05-16 04:00:00,2797,2708.2988,2765.6504,2759.7861,2779.4656
12,2023-05-16 05:00:00,2725,2640.806,2669.6274,2685.8298,2695.1443
13,2023-05-16 06:00:00,2639,2567.4749,2562.7847,2605.6052,2590.0996
14,2023-05-16 07:00:00,2588,2540.1514,2577.875,2567.2102,2554.88
15,2023-05-16 08:00:00,2716,2677.7275,2721.4553,2699.754,2689.9976
16,2023-05-16 09:00:00,2912,2833.2087,2864.7764,2855.3953,2850.7236
17,2023-05-16 10:00:00,3074,2960.2417,2985.097,2979.9695,2973.7852
18,2023-05-16 11:00:00,3222,3066.7935,3095.189,3083.865,3079.3655
19,2023-05-16 12:00:00,3374,3170.4402,3217.9421,3187.3818,3188.259
20,2023-05-16 13:00:00,3484,3288.9946,3371.3643,3315.636,3326.8477
21,2023-05-16 14:00:00,3672,3429.3584,3547.4805,3472.1367,3512.5862
22,2023-05-16 15:00:00,3841,3563.628,3700.9167,3623.0037,3668.4858
23,2023-05-16 16:00:00,3938,3634.8242,3767.0977,3697.081,3727.6125
24,2023-05-16 17:00:00,3959,3616.9502,3715.394,3664.1309,3687.1067
25,2023-05-16 18:00:00,3820,3507.1655,3567.3547,3535.91,3537.9424
26,2023-05-16 19:00:00,3615,3370.9814,3450.6614,3382.275,3401.1804
27,2023-05-16 20:00:00,3645,3427.0088,3553.3362,3431.9539,3488.6294
28,2023-05-16 21:00:00,3741,3501.931,3635.3162,3535.9465,3620.479
29,2023-05-16 22:00:00,3784,3500.992,3637.528,3559.9675,3644.1003
30,2023-05-16 23:00:00,3735,3409.4673,3539.6453,3482.5542,3552.3987
