,Date_time,Actual,Forecast_M_1,Forecast_M_2,Forecast_M_3,Forecast_M_4
5,2022-12-03 00:00:00,2242,2243.7314,2223.4827,2284.6199,2254.029
6,2022-12-03 01:00:00,2169,2162.7366,2141.035,2198.103,2171.647
7,2022-12-03 02:00:00,2106,2095.915,2070.5854,2125.7285,2102.9182
8,2022-12-03 03:00:00,2051,2043.2472,2016.5558,2070.0012,2051.416
9,2022-12-03 04:00:00,2016,2010.454,1984.6929,2032.3665,2017.9338
10,2022-12-03 05:00:00,2018,2004.9128,1979.419,2025.6605,2011.4475
11,2022-12-03 06:00:00,2041,2013.3723,1995.5259,2039.7775,2032.2335
12,2022-12-03 07:00:00,2056,2026.3276,2022.8396,2032.5642,2037.6188
13,2022-12-03 08:00:00,2089,2092.218,2071.291,2088.0398,2093.9563
14,2022-12-03 09:00:00,2194,2184.8167,2148.7275,2190.5132,2192.1982
15,2022-12-03 10:00:00,2261,2259.5017,2230.1433,2273.7036,2271.138
16,2022-12-03 11:00:00,2318,2311.1711,2296.8862,2337.7246,2327.639
17,2022-12-03 12:00:00,2355,2342.1157,2344.2383,2380.2217,2362.677
18,2022-12-03 13:00:00,2395,2358.0444,2371.7869,2403.3335,2382.3447
19,2022-12-03 14:00:00,2414,2364.4297,2386.1353,2413.4448,2395.2834
20,2022-12-03 15:00:00,2415,2363.0254,2393.5083,2415.6765,2401.4585
21,2022-12-03 16:00:00,2437,2354.3499,2389.0334,2411.4717,2395.546
22,2022-12-03 17:00:00,2467,2354.7297,2377.517,2401.6475,2386.5916
23,2022-12-03 18:00:00,2490,2422.036,2423.802,2450.0242,2446.9585
24,2022-12-03 19:00:00,2521,2448.956,2458.4392,2496.7285,2466.618
25,2022-12-03 20:00:00,2466,2400.1367,2410.254,2440.967,2427.7314
26,2022-12-03 21:00:00,2414,2347.916,2367.431,2396.5298,2385.9136
27,2022-12-03 22:00:00,2339,2287.5076,2310.678,2349.0947,2324.5615
28,2022-12-03 23:00:00,2262,2212.2683,2237.8477,2279.6177,2253.5378
