,Date_time,Actual,Forecast_M_1,Forecast_M_2,Forecast_M_3,Forecast_M_4
7,2022-09-29 00:00:00,4079,3069.828,4142.7603,4097.0054,4154.7944
8,2022-09-29 01:00:00,3919,2920.8708,3967.5444,3919.315,3978.7156
9,2022-09-29 02:00:00,3791,2787.6262,3806.444,3757.9446,3819.4023
10,2022-09-29 03:00:00,3655,2676.1055,3663.961,3610.647,3672.4353
11,2022-09-29 04:00:00,3524,2587.1885,3547.6108,3482.693,3540.1028
12,2022-09-29 05:00:00,3434,2526.6262,3462.787,3397.1497,3437.407
13,2022-09-29 06:00:00,3353,2469.226,3386.9358,3312.472,3343.6501
14,2022-09-29 07:00:00,3260,2455.5764,3295.252,3207.7205,3240.6956
15,2022-09-29 08:00:00,3338,2591.4863,3325.3975,3298.8992,3304.2288
16,2022-09-29 09:00:00,3489,2728.9287,3500.963,3484.5083,3476.445
17,2022-09-29 10:00:00,3621,2836.4746,3674.1287,3650.603,3631.4001
18,2022-09-29 11:00:00,3804,2931.3872,3816.0725,3800.8232,3766.3032
19,2022-09-29 12:00:00,3984,3027.606,3964.9077,3962.729,3915.2502
20,2022-09-29 13:00:00,4194,3136.915,4149.1313,4161.1914,4102.1274
21,2022-09-29 14:00:00,4447,3266.3438,4353.572,4384.545,4304.2607
22,2022-09-29 15:00:00,4596,3383.5393,4516.8267,4548.349,4453.1675
23,2022-09-29 16:00:00,4559,3422.5945,4582.193,4588.409,4480.319
24,2022-09-29 17:00:00,4482,3370.0083,4524.94,4503.674,4374.5737
25,2022-09-29 18:00:00,4305,3232.0537,4374.9575,4326.152,4206.7935
26,2022-09-29 19:00:00,4317,3129.6543,4304.678,4306.221,4196.0405
27,2022-09-29 20:00:00,4431,3231.3005,4397.115,4385.9697,4310.2974
28,2022-09-29 21:00:00,4473,3302.7864,4444.895,4413.2173,4365.0713
29,2022-09-29 22:00:00,4415,3309.697,4421.74,4371.697,4321.8125
30,2022-09-29 23:00:00,4284,3220.7517,4312.072,4258.6963,4213.593
