,Date_time,Actual,Forecast_M_1,Forecast_M_2,Forecast_M_3,Forecast_M_4
12,2023-05-17 00:00:00,3589,2186.7188,2189.6694,2191.0605,2162.609
13,2023-05-17 01:00:00,3412,2110.768,2113.5422,2113.152,2091.261
14,2023-05-17 02:00:00,3245,2048.4507,2050.7698,2048.964,2032.6481
15,2023-05-17 03:00:00,3100,2002.822,2005.7424,2002.4001,1989.1953
16,2023-05-17 04:00:00,2955,1974.9011,1979.6066,1973.5759,1960.722
17,2023-05-17 05:00:00,2899,1965.064,1970.0284,1963.1145,1949.7926
18,2023-05-17 06:00:00,2803,1966.9185,1965.4199,1962.3906,1955.5009
19,2023-05-17 07:00:00,2739,1957.5624,1946.8638,1946.6108,1942.6368
20,2023-05-17 08:00:00,2818,1974.8313,1959.285,1969.6658,1963.1138
21,2023-05-17 09:00:00,2997,2037.8425,2016.7971,2037.3652,2033.1542
22,2023-05-17 10:00:00,3154,2086.9314,2059.5261,2090.3376,2081.4417
23,2023-05-17 11:00:00,3277,2121.1338,2084.7607,2123.798,2112.1255
24,2023-05-17 12:00:00,3379,2142.9312,2102.9365,2142.6592,2129.562
25,2023-05-17 13:00:00,3500,2156.5825,2119.1777,2153.25,2138.3303
26,2023-05-17 14:00:00,3575,2167.1636,2134.4465,2163.05,2142.034
27,2023-05-17 15:00:00,3666,2176.6785,2148.7996,2175.0056,2145.1494
28,2023-05-17 16:00:00,3725,2182.362,2160.1047,2181.288,2149.0974
29,2023-05-17 17:00:00,3736,2181.414,2167.4504,2169.5488,2148.5918
30,2023-05-17 18:00:00,3619,2201.0935,2204.585,2170.2744,2159.8489
31,2023-05-17 19:00:00,3486,2308.474,2303.792,2281.2898,2258.477
32,2023-05-17 20:00:00,3548,2324.3293,2337.6543,2327.8403,2293.9333
33,2023-05-17 21:00:00,3659,2312.357,2326.1091,2318.6035,2286.167
34,2023-05-17 22:00:00,3686,2257.576,2274.4993,2271.2024,2245.6511
35,2023-05-17 23:00:00,3641,2174.2168,2188.8215,2184.4543,2167.76
