,Date,Model,MAPE,File
736,2023-08-17,Mape_M_3,5.116087245170969,Mape_[7].csv
737,2023-09-02,Mape_M_3,5.831496966224694,Mape_[7].csv
738,2023-07-15,Mape_M_3,7.620378402801149,Mape_[7].csv
739,2023-07-22,Mape_M_3,10.15659883126521,Mape_[7].csv
740,2023-07-29,Mape_M_3,5.533231811652025,Mape_[7].csv
741,2023-08-05,Mape_M_3,9.363024151219108,Mape_[7].csv
742,2022-09-22,Mape_M_3,5.402728798491402,Mape_[7].csv
743,2023-08-17,Mape_M_4,6.43853354196664,Mape_[7].csv
744,2023-08-26,Mape_M_4,6.3290527726708135,Mape_[7].csv
745,2023-09-02,Mape_M_4,5.4134098719958,Mape_[7].csv
746,2023-07-15,Mape_M_4,8.181701160666979,Mape_[7].csv
747,2023-07-20,Mape_M_4,5.638957174784074,Mape_[7].csv
748,2023-07-22,Mape_M_4,6.870174699738431,Mape_[7].csv
749,2023-07-29,Mape_M_4,5.073233027666286,Mape_[7].csv
750,2023-08-04,Mape_M_4,5.957659490349909,Mape_[7].csv
751,2023-08-05,Mape_M_4,8.711254294081872,Mape_[7].csv
752,2023-06-23,Mape_M_4,6.330145168283123,Mape_[7].csv
753,2023-06-24,Mape_M_4,7.20049470147055,Mape_[7].csv
754,2023-06-27,Mape_M_4,5.417908761868729,Mape_[7].csv
755,2023-06-28,Mape_M_4,5.938134380570264,Mape_[7].csv
756,2023-06-29,Mape_M_4,7.120498232374432,Mape_[7].csv
757,2023-06-30,Mape_M_4,5.249648052280889,Mape_[7].csv
758,2022-09-22,Mape_M_4,5.003903384380357,Mape_[7].csv
759,2022-09-27,Mape_M_4,6.088024729927718,Mape_[7].csv
969,2023-08-20,Mape_M_1,8.026766248408224,Mape_[0].csv
970,2023-08-22,Mape_M_1,5.1966375973160766,Mape_[0].csv
971,2023-08-25,Mape_M_1,5.604330035947696,Mape_[0].csv
972,2023-08-27,Mape_M_1,8.43677820404537,Mape_[0].csv
973,2023-08-30,Mape_M_1,6.995152478291152,Mape_[0].csv
974,2023-08-31,Mape_M_1,6.043415059614024,Mape_[0].csv
975,2023-09-02,Mape_M_1,9.89176592263816,Mape_[0].csv
976,2023-09-03,Mape_M_1,6.159181142377388,Mape_[0].csv
977,2023-07-15,Mape_M_1,7.230515270363584,Mape_[0].csv
978,2023-07-17,Mape_M_1,6.784358078449398,Mape_[0].csv
979,2023-07-18,Mape_M_1,7.637158277264812,Mape_[0].csv
980,2023-07-19,Mape_M_1,8.478793496111168,Mape_[0].csv
981,2023-07-20,Mape_M_1,6.705118875910286,Mape_[0].csv
982,2023-07-22,Mape_M_1,6.91243393612692,Mape_[0].csv
983,2023-07-24,Mape_M_1,12.619835694732345,Mape_[0].csv
984,2023-07-25,Mape_M_1,7.622802660778278,Mape_[0].csv
985,2023-08-03,Mape_M_1,6.004810068453811,Mape_[0].csv
986,2023-08-05,Mape_M_1,7.012176012224598,Mape_[0].csv
987,2023-07-06,Mape_M_1,5.590426549291375,Mape_[0].csv
988,2023-07-07,Mape_M_1,6.377277091469296,Mape_[0].csv
989,2023-05-16,Mape_M_1,6.67744338422832,Mape_[0].csv
990,2023-05-01,Mape_M_1,9.145850239366922,Mape_[0].csv
991,2022-12-27,Mape_M_1,5.965477088275939,Mape_[0].csv
992,2023-01-01,Mape_M_1,5.231744408094439,Mape_[0].csv
993,2022-11-21,Mape_M_1,6.920583414060011,Mape_[0].csv
994,2022-10-15,Mape_M_1,5.740445857362088,Mape_[0].csv
995,2022-10-23,Mape_M_1,5.961165018013202,Mape_[0].csv
996,2022-09-25,Mape_M_1,5.819277678942775,Mape_[0].csv
997,2023-08-18,Mape_M_2,5.813860903038481,Mape_[0].csv
998,2023-08-19,Mape_M_2,5.871633693704795,Mape_[0].csv
999,2023-08-20,Mape_M_2,7.8106429747845665,Mape_[0].csv
1000,2023-08-21,Mape_M_2,5.350076347696344,Mape_[0].csv
1001,2023-08-26,Mape_M_2,7.301532821460714,Mape_[0].csv
1002,2023-08-27,Mape_M_2,5.24739108103905,Mape_[0].csv
1003,2023-09-02,Mape_M_2,8.753113132928519,Mape_[0].csv
1004,2023-09-03,Mape_M_2,7.284252986908952,Mape_[0].csv
1005,2023-07-15,Mape_M_2,6.432073005433027,Mape_[0].csv
1006,2023-07-18,Mape_M_2,6.488392789021208,Mape_[0].csv
1007,2023-07-19,Mape_M_2,6.572055189533773,Mape_[0].csv
1008,2023-07-20,Mape_M_2,6.553097730731815,Mape_[0].csv
1009,2023-07-22,Mape_M_2,5.622241419370918,Mape_[0].csv
1010,2023-07-25,Mape_M_2,5.551653555576289,Mape_[0].csv
1011,2023-07-27,Mape_M_2,5.814609702265916,Mape_[0].csv
1012,2023-08-04,Mape_M_2,5.416473667428919,Mape_[0].csv
1013,2023-08-05,Mape_M_2,7.526572499624273,Mape_[0].csv
1014,2023-06-23,Mape_M_2,6.880363717985716,Mape_[0].csv
1015,2023-06-24,Mape_M_2,8.519894523335472,Mape_[0].csv
1016,2023-06-30,Mape_M_2,7.236219875878512,Mape_[0].csv
1017,2023-07-01,Mape_M_2,7.510149869025247,Mape_[0].csv
1018,2023-07-07,Mape_M_2,8.650377135031603,Mape_[0].csv
1019,2023-05-01,Mape_M_2,7.867433463064688,Mape_[0].csv
1020,2022-11-21,Mape_M_2,5.6080814808783765,Mape_[0].csv
1021,2022-09-22,Mape_M_2,6.469557783928924,Mape_[0].csv
1022,2022-09-25,Mape_M_2,6.679401781072965,Mape_[0].csv
1023,2022-09-26,Mape_M_2,5.5061552243477845,Mape_[0].csv
1024,2022-09-27,Mape_M_2,6.500212354854239,Mape_[0].csv
1025,2023-08-17,Mape_M_3,5.446760276254981,Mape_[0].csv
1026,2023-09-02,Mape_M_3,5.939659069156686,Mape_[0].csv
1027,2023-07-15,Mape_M_3,8.759936317351125,Mape_[0].csv
1028,2023-07-19,Mape_M_3,5.671067211227901,Mape_[0].csv
1029,2023-07-20,Mape_M_3,6.490354802255262,Mape_[0].csv
1030,2023-07-22,Mape_M_3,9.811374243588244,Mape_[0].csv
1031,2023-07-27,Mape_M_3,5.204999214833075,Mape_[0].csv
1032,2023-07-29,Mape_M_3,6.535737463209918,Mape_[0].csv
1033,2023-08-04,Mape_M_3,5.510689072972656,Mape_[0].csv
1034,2023-08-05,Mape_M_3,11.69856474674183,Mape_[0].csv
1035,2023-07-01,Mape_M_3,5.827618688641487,Mape_[0].csv
1036,2023-04-15,Mape_M_3,5.089552054585797,Mape_[0].csv
1037,2023-01-01,Mape_M_3,5.113641444806422,Mape_[0].csv
1038,2022-09-22,Mape_M_3,6.450376570580138,Mape_[0].csv
1039,2022-09-27,Mape_M_3,5.483003774051315,Mape_[0].csv
1040,2023-08-17,Mape_M_4,8.122289215517712,Mape_[0].csv
1041,2023-08-18,Mape_M_4,5.130290252219849,Mape_[0].csv
1042,2023-08-25,Mape_M_4,5.25241177183911,Mape_[0].csv
1043,2023-08-26,Mape_M_4,7.788332474101386,Mape_[0].csv
1044,2023-08-27,Mape_M_4,6.441939895361394,Mape_[0].csv
1045,2023-08-28,Mape_M_4,5.437612494219614,Mape_[0].csv
1046,2023-09-02,Mape_M_4,6.845285202980304,Mape_[0].csv
1047,2023-09-03,Mape_M_4,5.117614873326623,Mape_[0].csv
1048,2023-07-15,Mape_M_4,8.580326409480008,Mape_[0].csv
1049,2023-07-20,Mape_M_4,6.245309343500774,Mape_[0].csv
1050,2023-07-22,Mape_M_4,6.346754826746159,Mape_[0].csv
1051,2023-07-27,Mape_M_4,5.002904665676911,Mape_[0].csv
1052,2023-08-04,Mape_M_4,6.128088251968957,Mape_[0].csv
1053,2023-08-05,Mape_M_4,8.842940892372326,Mape_[0].csv
1054,2023-08-06,Mape_M_4,5.352354975196677,Mape_[0].csv
1055,2023-06-17,Mape_M_4,5.006759144137387,Mape_[0].csv
1056,2023-06-23,Mape_M_4,7.277767455226945,Mape_[0].csv
1057,2023-06-24,Mape_M_4,5.629712014275807,Mape_[0].csv
1058,2023-06-29,Mape_M_4,5.118542898957284,Mape_[0].csv
1059,2022-09-22,Mape_M_4,6.082382936944066,Mape_[0].csv
1060,2022-09-25,Mape_M_4,6.292475689611636,Mape_[0].csv
1061,2022-09-26,Mape_M_4,5.057013453946648,Mape_[0].csv
1062,2022-09-27,Mape_M_4,6.667858078154061,Mape_[0].csv
1260,2023-08-20,Mape_M_1,8.02627433719549,Mape_[1].csv
1261,2023-08-22,Mape_M_1,5.108837351480391,Mape_[1].csv
1262,2023-08-25,Mape_M_1,5.464618342196309,Mape_[1].csv
1263,2023-08-27,Mape_M_1,8.1094181741499,Mape_[1].csv
1264,2023-08-30,Mape_M_1,6.760969894925991,Mape_[1].csv
1265,2023-08-31,Mape_M_1,5.818059825899051,Mape_[1].csv
1266,2023-09-02,Mape_M_1,9.646877570807444,Mape_[1].csv
1267,2023-09-03,Mape_M_1,5.789088373301809,Mape_[1].csv
1268,2023-07-15,Mape_M_1,7.756838749259469,Mape_[1].csv
1269,2023-07-17,Mape_M_1,6.820757899823497,Mape_[1].csv
1270,2023-07-18,Mape_M_1,7.874241978370581,Mape_[1].csv
1271,2023-07-19,Mape_M_1,8.801816172278192,Mape_[1].csv
1272,2023-07-20,Mape_M_1,6.842321074945586,Mape_[1].csv
1273,2023-07-22,Mape_M_1,7.056464784118059,Mape_[1].csv
1274,2023-07-24,Mape_M_1,12.692389878938274,Mape_[1].csv
1275,2023-07-25,Mape_M_1,7.694081578589672,Mape_[1].csv
1276,2023-08-03,Mape_M_1,6.063792489929223,Mape_[1].csv
1277,2023-08-05,Mape_M_1,7.279033757598512,Mape_[1].csv
1278,2023-06-25,Mape_M_1,5.114139438723309,Mape_[1].csv
1279,2023-07-06,Mape_M_1,5.843256850211847,Mape_[1].csv
1280,2023-05-16,Mape_M_1,6.489724276573586,Mape_[1].csv
1281,2023-05-01,Mape_M_1,9.21300183560468,Mape_[1].csv
1282,2022-12-27,Mape_M_1,5.291497523517293,Mape_[1].csv
1283,2023-01-01,Mape_M_1,5.4134299730752815,Mape_[1].csv
1284,2022-11-21,Mape_M_1,6.5461361885313885,Mape_[1].csv
1285,2022-10-15,Mape_M_1,5.754720137323183,Mape_[1].csv
1286,2022-10-18,Mape_M_1,5.018117976561888,Mape_[1].csv
1287,2022-10-23,Mape_M_1,6.124293236131995,Mape_[1].csv
1288,2022-09-25,Mape_M_1,5.468431797823301,Mape_[1].csv
1289,2023-08-18,Mape_M_2,5.502398069534067,Mape_[1].csv
1290,2023-08-19,Mape_M_2,5.716010525390412,Mape_[1].csv
1291,2023-08-20,Mape_M_2,7.854575522094498,Mape_[1].csv
1292,2023-08-21,Mape_M_2,5.364224084976418,Mape_[1].csv
1293,2023-08-26,Mape_M_2,7.10359270896504,Mape_[1].csv
1294,2023-09-02,Mape_M_2,8.982115465805991,Mape_[1].csv
1295,2023-09-03,Mape_M_2,7.02653282126942,Mape_[1].csv
1296,2023-07-15,Mape_M_2,6.245930416324477,Mape_[1].csv
1297,2023-07-18,Mape_M_2,6.394689617079822,Mape_[1].csv
1298,2023-07-19,Mape_M_2,6.499888636931075,Mape_[1].csv
1299,2023-07-20,Mape_M_2,6.530906089589612,Mape_[1].csv
1300,2023-07-22,Mape_M_2,5.321185865480355,Mape_[1].csv
1301,2023-07-25,Mape_M_2,5.41267196434439,Mape_[1].csv
1302,2023-07-27,Mape_M_2,5.685974629755245,Mape_[1].csv
1303,2023-08-04,Mape_M_2,5.282538749225758,Mape_[1].csv
1304,2023-08-05,Mape_M_2,7.350133111338374,Mape_[1].csv
1305,2023-06-23,Mape_M_2,6.690715085434068,Mape_[1].csv
1306,2023-06-24,Mape_M_2,8.375380781183592,Mape_[1].csv
1307,2023-06-30,Mape_M_2,7.350580613868892,Mape_[1].csv
1308,2023-07-01,Mape_M_2,7.53688281540034,Mape_[1].csv
1309,2023-05-01,Mape_M_2,8.035833596118687,Mape_[1].csv
1310,2022-11-21,Mape_M_2,5.234266164809251,Mape_[1].csv
1311,2022-09-22,Mape_M_2,6.670135829425937,Mape_[1].csv
1312,2022-09-25,Mape_M_2,6.485038798756669,Mape_[1].csv
1313,2022-09-26,Mape_M_2,5.321502785845635,Mape_[1].csv
1314,2022-09-27,Mape_M_2,6.5143333028900505,Mape_[1].csv
1315,2023-08-17,Mape_M_3,5.602988010066145,Mape_[1].csv
1316,2023-09-02,Mape_M_3,6.284066730606906,Mape_[1].csv
1317,2023-07-15,Mape_M_3,8.550927650647923,Mape_[1].csv
1318,2023-07-19,Mape_M_3,5.424050005786732,Mape_[1].csv
1319,2023-07-20,Mape_M_3,5.952344759674641,Mape_[1].csv
1320,2023-07-22,Mape_M_3,9.52566076213836,Mape_[1].csv
1321,2023-07-27,Mape_M_3,5.225256013593689,Mape_[1].csv
1322,2023-07-29,Mape_M_3,6.409398636444323,Mape_[1].csv
1323,2023-08-04,Mape_M_3,5.337505476962909,Mape_[1].csv
1324,2023-08-05,Mape_M_3,11.384045672982792,Mape_[1].csv
1325,2023-06-30,Mape_M_3,5.210044286254256,Mape_[1].csv
1326,2023-07-01,Mape_M_3,5.966351211811109,Mape_[1].csv
1327,2023-01-01,Mape_M_3,5.081184606866276,Mape_[1].csv
1328,2022-09-22,Mape_M_3,6.674580251357957,Mape_[1].csv
1329,2022-09-27,Mape_M_3,5.439913687080385,Mape_[1].csv
1330,2023-08-17,Mape_M_4,7.747219201143681,Mape_[1].csv
1331,2023-08-18,Mape_M_4,5.0373638042604165,Mape_[1].csv
1332,2023-08-25,Mape_M_4,5.039953559350544,Mape_[1].csv
1333,2023-08-26,Mape_M_4,7.417084378325278,Mape_[1].csv
1334,2023-08-27,Mape_M_4,5.996899613092244,Mape_[1].csv
1335,2023-08-28,Mape_M_4,5.1178396389705085,Mape_[1].csv
1336,2023-09-02,Mape_M_4,6.78032590998474,Mape_[1].csv
1337,2023-07-15,Mape_M_4,8.663975664471426,Mape_[1].csv
1338,2023-07-20,Mape_M_4,6.098132250015645,Mape_[1].csv
1339,2023-07-22,Mape_M_4,6.4523486562603525,Mape_[1].csv
1340,2023-07-27,Mape_M_4,5.0950610138767205,Mape_[1].csv
1341,2023-08-04,Mape_M_4,6.133494327401584,Mape_[1].csv
1342,2023-08-05,Mape_M_4,9.013417745304968,Mape_[1].csv
1343,2023-06-17,Mape_M_4,5.095268443433673,Mape_[1].csv
1344,2023-06-23,Mape_M_4,7.009346115040469,Mape_[1].csv
1345,2023-06-24,Mape_M_4,5.666263132797405,Mape_[1].csv
1346,2023-06-29,Mape_M_4,5.433456765930387,Mape_[1].csv
1347,2022-09-22,Mape_M_4,6.31510213787096,Mape_[1].csv
1348,2022-09-25,Mape_M_4,6.101937601300737,Mape_[1].csv
1349,2022-09-27,Mape_M_4,6.580712801738788,Mape_[1].csv
1547,2023-08-20,Mape_M_1,8.14501908254916,Mape_[2].csv
1548,2023-08-25,Mape_M_1,5.497017908747426,Mape_[2].csv
1549,2023-08-27,Mape_M_1,8.076444999859957,Mape_[2].csv
1550,2023-08-30,Mape_M_1,5.829453059972463,Mape_[2].csv
1551,2023-08-31,Mape_M_1,5.095606606568653,Mape_[2].csv
1552,2023-09-02,Mape_M_1,9.408572742700596,Mape_[2].csv
1553,2023-09-03,Mape_M_1,5.752858918282242,Mape_[2].csv
1554,2023-07-15,Mape_M_1,7.987713155261483,Mape_[2].csv
1555,2023-07-17,Mape_M_1,7.118072671766964,Mape_[2].csv
1556,2023-07-18,Mape_M_1,8.586651319072057,Mape_[2].csv
1557,2023-07-19,Mape_M_1,9.26871551003364,Mape_[2].csv
1558,2023-07-20,Mape_M_1,7.144275712241655,Mape_[2].csv
1559,2023-07-22,Mape_M_1,7.390530088778603,Mape_[2].csv
1560,2023-07-24,Mape_M_1,12.997903476580015,Mape_[2].csv
1561,2023-07-25,Mape_M_1,7.7413133110512895,Mape_[2].csv
1562,2023-08-03,Mape_M_1,6.516756298302995,Mape_[2].csv
1563,2023-08-04,Mape_M_1,5.313399428487886,Mape_[2].csv
1564,2023-08-05,Mape_M_1,7.664036378635984,Mape_[2].csv
1565,2023-06-25,Mape_M_1,5.099250494857044,Mape_[2].csv
1566,2023-07-06,Mape_M_1,5.959004106382854,Mape_[2].csv
1567,2023-05-16,Mape_M_1,6.177265879262285,Mape_[2].csv
1568,2023-05-01,Mape_M_1,8.981422602606754,Mape_[2].csv
1569,2023-01-01,Mape_M_1,5.646192319288992,Mape_[2].csv
1570,2022-11-21,Mape_M_1,6.343108171300006,Mape_[2].csv
1571,2022-10-15,Mape_M_1,5.7078033249037565,Mape_[2].csv
1572,2022-10-23,Mape_M_1,6.274462357191547,Mape_[2].csv
1573,2022-09-21,Mape_M_1,5.089168516842871,Mape_[2].csv
1574,2022-09-25,Mape_M_1,5.087400764614191,Mape_[2].csv
1575,2023-08-18,Mape_M_2,5.313949490162847,Mape_[2].csv
1576,2023-08-19,Mape_M_2,5.591704280649507,Mape_[2].csv
1577,2023-08-20,Mape_M_2,7.760504927230199,Mape_[2].csv
1578,2023-08-21,Mape_M_2,5.518472317297179,Mape_[2].csv
1579,2023-08-26,Mape_M_2,7.027340716829351,Mape_[2].csv
1580,2023-09-02,Mape_M_2,9.12171080862587,Mape_[2].csv
1581,2023-09-03,Mape_M_2,6.825542759149476,Mape_[2].csv
1582,2023-07-15,Mape_M_2,6.0692645953223545,Mape_[2].csv
1583,2023-07-18,Mape_M_2,6.29793651429931,Mape_[2].csv
1584,2023-07-19,Mape_M_2,6.42914239226796,Mape_[2].csv
1585,2023-07-20,Mape_M_2,6.504733007884768,Mape_[2].csv
